reading_id,device_id,timestamp,energy_kwh,region,customer_segment,cost_in_inr
R01237,D013,2025-02-21 12:00:00,0.71,East,Commercial,5.68
R01238,D006,2025-02-21 13:00:00,3.71,East,Commercial,29.68
R01239,D009,2025-02-21 14:00:00,1.99,East,Commercial,15.92
R01240,D024,2025-02-21 15:00:00,0.16,West,Residential,1.28
R01241,D028,2025-02-21 16:00:00,3.12,South,Commercial,24.96
R01242,D013,2025-02-21 17:00:00,0.55,West,Commercial,4.4
R01243,D010,2025-02-21 18:00:00,3.28,North,Residential,26.24
R01244,D044,2025-02-21 19:00:00,4.33,South,Residential,34.64
R01245,D035,2025-02-21 20:00:00,2.18,West,Residential,17.44
R01246,D029,2025-02-21 21:00:00,1.11,East,Residential,8.88
R01247,D036,2025-02-21 22:00:00,4.48,West,Residential,35.84
R01248,D007,2025-02-21 23:00:00,4.57,West,Commercial,36.56
R01249,D016,2025-02-22 00:00:00,2.14,West,Commercial,17.12
R01250,D003,2025-02-22 01:00:00,3.54,South,Commercial,28.32
R01251,D043,2025-02-22 02:00:00,3.03,South,Residential,24.24
R01252,D041,2025-02-22 03:00:00,1.23,East,Residential,9.84
R01253,D027,2025-02-22 04:00:00,3.62,North,Commercial,28.96
R01254,D010,2025-02-22 05:00:00,0.58,East,Residential,4.64
R01255,D035,2025-02-22 06:00:00,2.66,East,Residential,21.28
R01256,D020,2025-02-22 07:00:00,1.12,West,Commercial,8.96
R01257,D011,2025-02-22 08:00:00,4.55,East,Commercial,36.4
R01258,D002,2025-02-22 09:00:00,2.89,South,Commercial,23.12
R01259,D039,2025-02-22 10:00:00,4.38,West,Residential,35.04
R01260,D023,2025-02-22 11:00:00,4.47,East,Commercial,35.76
R01261,D032,2025-02-22 12:00:00,0.31,North,Residential,2.48
R01262,D004,2025-02-22 13:00:00,0.48,West,Residential,3.84
R01263,D023,2025-02-22 14:00:00,1.57,West,Residential,12.56
R01264,D043,2025-02-22 15:00:00,3.03,North,Commercial,24.24
R01265,D018,2025-02-22 16:00:00,0.67,South,Commercial,5.36
R01266,D027,2025-02-22 17:00:00,2.48,West,Commercial,19.84
R01267,D039,2025-02-22 18:00:00,2.42,East,Residential,19.36
R01268,D046,2025-02-22 19:00:00,1.75,South,Commercial,14.0
R01269,D044,2025-02-22 20:00:00,4.7,West,Commercial,37.6
R01270,D023,2025-02-22 21:00:00,2.9,East,Residential,23.2
R01271,D013,2025-02-22 22:00:00,0.75,West,Commercial,6.0
R01272,D044,2025-02-22 23:00:00,2.56,South,Commercial,20.48
R01273,D041,2025-02-23 00:00:00,1.75,East,Residential,14.0
R01274,D017,2025-02-23 01:00:00,3.49,South,Commercial,27.92
R01275,D048,2025-02-23 02:00:00,0.57,West,Commercial,4.56
R01276,D022,2025-02-23 03:00:00,3.66,East,Commercial,29.28
R01277,D038,2025-02-23 04:00:00,2.81,West,Residential,22.48
R01278,D013,2025-02-23 05:00:00,4.0,North,Residential,32.0
R01279,D007,2025-02-23 06:00:00,1.02,North,Residential,8.16
R01280,D039,2025-02-23 07:00:00,1.42,West,Commercial,11.36
R01281,D037,2025-02-23 08:00:00,2.89,North,Residential,23.12
R01282,D034,2025-02-23 09:00:00,3.4,North,Residential,27.2
R01283,D046,2025-02-23 10:00:00,0.25,West,Commercial,2.0
R01284,D019,2025-02-23 11:00:00,4.92,South,Commercial,39.36
R01285,D017,2025-02-23 12:00:00,1.31,South,Residential,10.48
R01286,D017,2025-02-23 13:00:00,1.11,East,Commercial,8.88
R01287,D036,2025-02-23 14:00:00,3.8,South,Commercial,30.4
R01288,D048,2025-02-23 15:00:00,1.21,West,Commercial,9.68
R01289,D027,2025-02-23 16:00:00,1.02,East,Residential,8.16
R01290,D023,2025-02-23 17:00:00,4.77,South,Residential,38.16
R01291,D027,2025-02-23 18:00:00,0.35,South,Commercial,2.8
R01292,D005,2025-02-23 19:00:00,1.11,East,Commercial,8.88
R01293,D047,2025-02-23 20:00:00,0.83,East,Commercial,6.64
R01294,D025,2025-02-23 21:00:00,3.31,North,Residential,26.48
R01295,D001,2025-02-23 22:00:00,2.5,South,Commercial,20.0
R01296,D028,2025-02-23 23:00:00,1.4,South,Residential,11.2
R01297,D047,2025-02-24 00:00:00,2.33,West,Residential,18.64
R01298,D023,2025-02-24 01:00:00,2.03,East,Commercial,16.24
R01299,D006,2025-02-24 02:00:00,3.29,North,Commercial,26.32
R01300,D016,2025-02-24 03:00:00,0.12,East,Residential,0.96
R01301,D048,2025-02-24 04:00:00,0.57,West,Residential,4.56
R01302,D041,2025-02-24 05:00:00,2.2,West,Residential,17.6
R01303,D021,2025-02-24 06:00:00,3.3,North,Residential,26.4
R01304,D037,2025-02-24 07:00:00,4.9,South,Residential,39.2
R01305,D040,2025-02-24 08:00:00,0.37,East,Residential,2.96
R01306,D037,2025-02-24 09:00:00,0.54,West,Commercial,4.32
R01307,D028,2025-02-24 10:00:00,3.9,East,Commercial,31.2
R01308,D047,2025-02-24 11:00:00,0.11,West,Residential,0.88
R01309,D042,2025-02-24 12:00:00,3.02,North,Residential,24.16
R01310,D002,2025-02-24 13:00:00,4.45,West,Residential,35.6
R01311,D040,2025-02-24 14:00:00,2.9,West,Residential,23.2
R01312,D020,2025-02-24 15:00:00,4.44,North,Commercial,35.52
R01313,D047,2025-02-24 16:00:00,2.79,East,Commercial,22.32
R01314,D033,2025-02-24 17:00:00,4.71,East,Commercial,37.68
R01315,D015,2025-02-24 18:00:00,3.38,North,Residential,27.04
R01316,D037,2025-02-24 19:00:00,3.43,North,Residential,27.44
R01317,D016,2025-02-24 20:00:00,4.94,North,Residential,39.52
R01318,D034,2025-02-24 21:00:00,1.74,North,Commercial,13.92
R01319,D022,2025-02-24 22:00:00,4.55,North,Commercial,36.4
R01320,D036,2025-02-24 23:00:00,4.48,South,Commercial,35.84
R01321,D015,2025-02-25 00:00:00,1.85,West,Residential,14.8
R01322,D004,2025-02-25 01:00:00,2.61,East,Commercial,20.88
R01323,D049,2025-02-25 02:00:00,4.61,South,Commercial,36.88
R01324,D015,2025-02-25 03:00:00,2.26,East,Residential,18.08
R01325,D019,2025-02-25 04:00:00,2.57,South,Residential,20.56
R01326,D037,2025-02-25 05:00:00,1.93,North,Commercial,15.44
R01327,D031,2025-02-25 06:00:00,3.56,East,Residential,28.48
R01328,D015,2025-02-25 07:00:00,1.5,West,Residential,12.0
R01329,D006,2025-02-25 08:00:00,3.61,East,Residential,28.88
R01330,D007,2025-02-25 09:00:00,2.09,West,Commercial,16.72
R01331,D048,2025-02-25 10:00:00,0.27,North,Commercial,2.16
R01332,D040,2025-02-25 11:00:00,0.75,East,Residential,6.0
R01333,D039,2025-02-25 12:00:00,1.78,North,Residential,14.24
R01334,D035,2025-02-25 13:00:00,3.08,West,Commercial,24.64
R01335,D013,2025-02-25 14:00:00,4.18,East,Residential,33.44
R01336,D014,2025-02-25 15:00:00,2.76,North,Commercial,22.08
R01337,D005,2025-02-25 16:00:00,3.14,West,Residential,25.12
R01338,D009,2025-02-25 17:00:00,1.35,West,Commercial,10.8
R01339,D016,2025-02-25 18:00:00,4.18,East,Residential,33.44
R01340,D035,2025-02-25 19:00:00,4.99,North,Commercial,39.92
R01341,D046,2025-02-25 20:00:00,4.49,West,Residential,35.92
R01342,D002,2025-02-25 21:00:00,4.4,South,Residential,35.2
R01343,D024,2025-02-25 22:00:00,2.13,East,Commercial,17.04
R01344,D046,2025-02-25 23:00:00,1.41,North,Residential,11.28
R01345,D030,2025-02-26 00:00:00,3.04,West,Residential,24.32
R01346,D035,2025-02-26 01:00:00,2.79,East,Residential,22.32
R01347,D038,2025-02-26 02:00:00,1.67,West,Commercial,13.36
R01348,D022,2025-02-26 03:00:00,0.26,East,Residential,2.08
R01349,D023,2025-02-26 04:00:00,2.36,North,Commercial,18.88
R01350,D018,2025-02-26 05:00:00,0.19,West,Residential,1.52
R01351,D013,2025-02-26 06:00:00,0.91,North,Commercial,7.28
R01352,D029,2025-02-26 07:00:00,1.87,South,Commercial,14.96
R01353,D047,2025-02-26 08:00:00,1.93,West,Commercial,15.44
R01354,D026,2025-02-26 09:00:00,4.66,East,Residential,37.28
R01355,D013,2025-02-26 10:00:00,4.83,West,Commercial,38.64
R01356,D041,2025-02-26 11:00:00,4.92,South,Residential,39.36
R01357,D010,2025-02-26 12:00:00,1.58,South,Commercial,12.64
R01358,D024,2025-02-26 13:00:00,4.67,West,Residential,37.36
R01359,D034,2025-02-26 14:00:00,0.66,South,Residential,5.28
R01360,D004,2025-02-26 15:00:00,3.04,East,Commercial,24.32
R01361,D007,2025-02-26 16:00:00,0.34,West,Commercial,2.72
R01362,D005,2025-02-26 17:00:00,1.73,South,Commercial,13.84
R01363,D024,2025-02-26 18:00:00,2.71,East,Commercial,21.68
R01364,D036,2025-02-26 19:00:00,3.95,South,Residential,31.6
R01365,D043,2025-02-26 20:00:00,0.17,North,Commercial,1.36
R01366,D050,2025-02-26 21:00:00,2.4,North,Residential,19.2
R01367,D001,2025-02-26 22:00:00,2.53,North,Residential,20.24
R01368,D013,2025-02-26 23:00:00,4.11,East,Residential,32.88
R01369,D025,2025-02-27 00:00:00,0.17,East,Commercial,1.36
R01370,D039,2025-02-27 01:00:00,0.68,North,Residential,5.44
R01371,D018,2025-02-27 02:00:00,2.78,South,Residential,22.24
R01372,D004,2025-02-27 03:00:00,0.75,South,Residential,6.0
R01373,D044,2025-02-27 04:00:00,2.67,North,Commercial,21.36
R01374,D003,2025-02-27 05:00:00,4.6,South,Residential,36.8
R01375,D037,2025-02-27 06:00:00,2.19,North,Commercial,17.52
R01376,D020,2025-02-27 07:00:00,0.54,North,Commercial,4.32
R01377,D011,2025-02-27 08:00:00,2.51,North,Residential,20.08
R01378,D027,2025-02-27 09:00:00,4.73,West,Residential,37.84
R01379,D032,2025-02-27 10:00:00,3.89,North,Residential,31.12
R01380,D006,2025-02-27 11:00:00,1.17,East,Residential,9.36
R01381,D032,2025-02-27 12:00:00,2.38,South,Residential,19.04
R01382,D009,2025-02-27 13:00:00,1.91,East,Residential,15.28
R01383,D014,2025-02-27 14:00:00,4.42,West,Residential,35.36
R01384,D035,2025-02-27 15:00:00,2.7,North,Commercial,21.6
R01385,D043,2025-02-27 16:00:00,2.57,East,Commercial,20.56
R01386,D004,2025-02-27 17:00:00,4.15,East,Commercial,33.2
R01387,D016,2025-02-27 18:00:00,4.37,West,Residential,34.96
R01388,D010,2025-02-27 19:00:00,2.89,North,Commercial,23.12
R01389,D006,2025-02-27 20:00:00,1.99,East,Residential,15.92
R01390,D035,2025-02-27 21:00:00,1.62,South,Residential,12.96
R01391,D029,2025-02-27 22:00:00,0.35,South,Residential,2.8
R01392,D048,2025-02-27 23:00:00,1.87,North,Commercial,14.96
R01393,D048,2025-02-28 00:00:00,3.6,West,Commercial,28.8
R01394,D028,2025-02-28 01:00:00,2.36,South,Commercial,18.88
R01395,D037,2025-02-28 02:00:00,0.97,West,Commercial,7.76
R01396,D015,2025-02-28 03:00:00,0.22,North,Commercial,1.76
R01397,D050,2025-02-28 04:00:00,3.77,South,Commercial,30.16
R01398,D006,2025-02-28 05:00:00,0.13,North,Commercial,1.04
R01399,D022,2025-02-28 06:00:00,1.71,North,Residential,13.68
R01400,D047,2025-02-28 07:00:00,4.69,North,Commercial,37.52
R01401,D050,2025-02-28 08:00:00,3.14,South,Commercial,25.12
R01402,D037,2025-02-28 09:00:00,3.41,South,Commercial,27.28
R01403,D044,2025-02-28 10:00:00,3.42,East,Commercial,27.36
R01404,D037,2025-02-28 11:00:00,1.07,South,Residential,8.56
R01405,D039,2025-02-28 12:00:00,4.77,West,Residential,38.16
R01406,D028,2025-02-28 13:00:00,2.53,West,Commercial,20.24
R01407,D020,2025-02-28 14:00:00,0.38,South,Residential,3.04
R01408,D038,2025-02-28 15:00:00,3.3,East,Commercial,26.4
R01409,D034,2025-02-28 16:00:00,2.1,West,Commercial,16.8
R01410,D008,2025-02-28 17:00:00,2.27,West,Residential,18.16
R01411,D011,2025-02-28 18:00:00,0.63,East,Residential,5.04
R01412,D050,2025-02-28 19:00:00,1.49,West,Commercial,11.92
R01413,D012,2025-02-28 20:00:00,2.34,North,Residential,18.72
R01414,D007,2025-02-28 21:00:00,0.84,East,Residential,6.72
R01415,D024,2025-02-28 22:00:00,1.61,West,Residential,12.88
R01416,D034,2025-02-28 23:00:00,4.84,West,Residential,38.72
R01417,D019,2025-03-01 00:00:00,3.14,East,Commercial,25.12
R01418,D047,2025-03-01 01:00:00,1.43,East,Residential,11.44
R01419,D008,2025-03-01 02:00:00,0.3,North,Residential,2.4
R01420,D036,2025-03-01 03:00:00,4.67,East,Commercial,37.36
R01421,D014,2025-03-01 04:00:00,4.5,East,Commercial,36.0
R01422,D028,2025-03-01 05:00:00,2.93,East,Residential,23.44
R01423,D018,2025-03-01 06:00:00,2.3,South,Residential,18.4
R01424,D031,2025-03-01 07:00:00,1.87,North,Residential,14.96
R01425,D012,2025-03-01 08:00:00,3.93,West,Commercial,31.44
R01426,D044,2025-03-01 09:00:00,0.27,West,Residential,2.16
R01427,D004,2025-03-01 10:00:00,4.74,North,Residential,37.92
R01428,D040,2025-03-01 11:00:00,0.61,North,Residential,4.88
R01429,D019,2025-03-01 12:00:00,2.94,East,Residential,23.52
R01430,D035,2025-03-01 13:00:00,1.6,North,Commercial,12.8
R01431,D041,2025-03-01 14:00:00,4.65,East,Commercial,37.2
R01432,D050,2025-03-01 15:00:00,3.41,North,Residential,27.28
R01433,D001,2025-03-01 16:00:00,1.83,West,Residential,14.64
R01434,D035,2025-03-01 17:00:00,2.09,North,Residential,16.72
R01435,D050,2025-03-01 18:00:00,3.38,North,Commercial,27.04
R01436,D044,2025-03-01 19:00:00,4.44,East,Residential,35.52
R01437,D038,2025-03-01 20:00:00,4.71,East,Residential,37.68
R01438,D028,2025-03-01 21:00:00,3.67,North,Residential,29.36
R01439,D035,2025-03-01 22:00:00,1.43,East,Residential,11.44
R01440,D008,2025-03-01 23:00:00,1.0,South,Residential,8.0
R01441,D040,2025-03-02 00:00:00,4.19,North,Commercial,33.52
R01442,D003,2025-03-02 01:00:00,1.95,South,Residential,15.6
R01443,D046,2025-03-02 02:00:00,1.75,East,Commercial,14.0
R01444,D023,2025-03-02 03:00:00,3.45,West,Residential,27.6
R01445,D018,2025-03-02 04:00:00,4.84,East,Commercial,38.72
R01446,D044,2025-03-02 05:00:00,1.73,South,Residential,13.84
R01447,D009,2025-03-02 06:00:00,0.44,East,Residential,3.52
R01448,D002,2025-03-02 07:00:00,2.92,East,Commercial,23.36
R01449,D044,2025-03-02 08:00:00,2.65,West,Residential,21.2
R01450,D027,2025-03-02 09:00:00,1.65,South,Commercial,13.2
R01451,D049,2025-03-02 10:00:00,0.27,North,Residential,2.16
R01452,D036,2025-03-02 11:00:00,2.59,East,Commercial,20.72
R01453,D031,2025-03-02 12:00:00,2.21,West,Residential,17.68
R01454,D025,2025-03-02 13:00:00,2.61,East,Residential,20.88
R01455,D044,2025-03-02 14:00:00,3.8,North,Residential,30.4
R01456,D042,2025-03-02 15:00:00,2.48,West,Commercial,19.84
R01457,D049,2025-03-02 16:00:00,4.55,East,Residential,36.4
R01458,D043,2025-03-02 17:00:00,1.63,East,Residential,13.04
R01459,D025,2025-03-02 18:00:00,2.63,South,Commercial,21.04
R01460,D039,2025-03-02 19:00:00,4.26,North,Commercial,34.08
R01461,D020,2025-03-02 20:00:00,4.59,East,Residential,36.72
R01462,D034,2025-03-02 21:00:00,0.53,West,Commercial,4.24
R01463,D025,2025-03-02 22:00:00,3.59,South,Commercial,28.72
R01464,D023,2025-03-02 23:00:00,4.24,East,Residential,33.92
R01465,D026,2025-03-03 00:00:00,4.19,East,Commercial,33.52
R01466,D035,2025-03-03 01:00:00,1.54,South,Residential,12.32
R01467,D021,2025-03-03 02:00:00,0.91,South,Residential,7.28
R01468,D038,2025-03-03 03:00:00,3.55,South,Commercial,28.4
R01469,D016,2025-03-03 04:00:00,3.89,East,Commercial,31.12
R01470,D009,2025-03-03 05:00:00,1.08,North,Commercial,8.64
R01471,D022,2025-03-03 06:00:00,2.89,North,Commercial,23.12
R01472,D006,2025-03-03 07:00:00,3.09,East,Commercial,24.72
R01473,D003,2025-03-03 08:00:00,3.15,East,Commercial,25.2
R01474,D032,2025-03-03 09:00:00,3.63,West,Commercial,29.04
R01475,D009,2025-03-03 10:00:00,4.67,West,Residential,37.36
R01476,D012,2025-03-03 11:00:00,0.87,South,Residential,6.96
R01477,D002,2025-03-03 12:00:00,1.83,North,Commercial,14.64
R01478,D007,2025-03-03 13:00:00,4.85,South,Commercial,38.8
R01479,D037,2025-03-03 14:00:00,2.5,North,Residential,20.0
R01480,D015,2025-03-03 15:00:00,3.53,East,Commercial,28.24
R01481,D050,2025-03-03 16:00:00,4.22,South,Residential,33.76
R01482,D012,2025-03-03 17:00:00,0.3,East,Commercial,2.4
R01483,D018,2025-03-03 18:00:00,4.74,North,Residential,37.92
R01484,D031,2025-03-03 19:00:00,1.04,South,Residential,8.32
R01485,D004,2025-03-03 20:00:00,0.79,South,Commercial,6.32
R01486,D021,2025-03-03 21:00:00,1.37,North,Commercial,10.96
R01487,D040,2025-03-03 22:00:00,2.78,West,Commercial,22.24
R01488,D046,2025-03-03 23:00:00,1.43,East,Commercial,11.44
R01489,D034,2025-03-04 00:00:00,3.68,South,Commercial,29.44
R01490,D046,2025-03-04 01:00:00,4.56,South,Residential,36.48
R01491,D012,2025-03-04 02:00:00,1.85,South,Residential,14.8
R01492,D003,2025-03-04 03:00:00,2.77,North,Residential,22.16
R01493,D016,2025-03-04 04:00:00,2.74,North,Commercial,21.92
R01494,D005,2025-03-04 05:00:00,3.74,East,Residential,29.92
R01495,D027,2025-03-04 06:00:00,3.39,West,Commercial,27.12
R01496,D003,2025-03-04 07:00:00,0.71,East,Commercial,5.68
R01497,D034,2025-03-04 08:00:00,4.42,West,Commercial,35.36
R01498,D023,2025-03-04 09:00:00,2.19,West,Residential,17.52
R01499,D036,2025-03-04 10:00:00,0.89,East,Residential,7.12
R01500,D040,2025-03-04 11:00:00,3.78,West,Commercial,30.24
R01501,D009,2025-03-04 12:00:00,2.45,South,Residential,19.6
R01502,D041,2025-03-04 13:00:00,3.93,East,Commercial,31.44
R01503,D005,2025-03-04 14:00:00,0.5,South,Commercial,4.0
R01504,D006,2025-03-04 15:00:00,2.73,East,Residential,21.84
R01505,D049,2025-03-04 16:00:00,3.19,East,Commercial,25.52
R01506,D007,2025-03-04 17:00:00,1.19,North,Commercial,9.52
R01507,D046,2025-03-04 18:00:00,4.08,West,Residential,32.64
R01508,D014,2025-03-04 19:00:00,4.43,West,Commercial,35.44
R01509,D023,2025-03-04 20:00:00,0.65,North,Commercial,5.2
R01510,D038,2025-03-04 21:00:00,2.48,East,Commercial,19.84
R01511,D018,2025-03-04 22:00:00,2.51,East,Residential,20.08
R01512,D033,2025-03-04 23:00:00,0.85,West,Commercial,6.8
R01513,D049,2025-03-05 00:00:00,3.12,North,Residential,24.96
R01514,D021,2025-03-05 01:00:00,3.37,South,Commercial,26.96
R01515,D003,2025-03-05 02:00:00,3.8,South,Commercial,30.4
R01516,D048,2025-03-05 03:00:00,0.8,South,Residential,6.4
R01517,D025,2025-03-05 04:00:00,2.59,South,Commercial,20.72
R01518,D010,2025-03-05 05:00:00,1.79,West,Commercial,14.32
R01519,D011,2025-03-05 06:00:00,3.51,North,Commercial,28.08
R01520,D046,2025-03-05 07:00:00,2.81,West,Residential,22.48
R01521,D033,2025-03-05 08:00:00,4.45,East,Residential,35.6
R01522,D026,2025-03-05 09:00:00,2.95,North,Residential,23.6
R01523,D030,2025-03-05 10:00:00,4.77,West,Residential,38.16
R01524,D028,2025-03-05 11:00:00,2.49,North,Commercial,19.92
R01525,D038,2025-03-05 12:00:00,0.47,South,Commercial,3.76
R01526,D034,2025-03-05 13:00:00,2.84,West,Commercial,22.72
R01527,D037,2025-03-05 14:00:00,4.28,East,Residential,34.24
R01528,D046,2025-03-05 15:00:00,2.06,West,Commercial,16.48
R01529,D003,2025-03-05 16:00:00,4.74,South,Commercial,37.92
R01530,D045,2025-03-05 17:00:00,1.93,South,Residential,15.44
R01531,D028,2025-03-05 18:00:00,1.61,West,Commercial,12.88
R01532,D034,2025-03-05 19:00:00,1.02,South,Residential,8.16
R01533,D009,2025-03-05 20:00:00,1.62,East,Residential,12.96
R01534,D019,2025-03-05 21:00:00,4.2,West,Commercial,33.6
R01535,D044,2025-03-05 22:00:00,4.63,East,Commercial,37.04
R01536,D041,2025-03-05 23:00:00,1.9,East,Commercial,15.2
R01537,D014,2025-03-06 00:00:00,3.38,South,Residential,27.04
R01538,D010,2025-03-06 01:00:00,3.91,North,Residential,31.28
R01539,D023,2025-03-06 02:00:00,3.97,West,Commercial,31.76
R01540,D038,2025-03-06 03:00:00,2.68,East,Residential,21.44
R01541,D003,2025-03-06 04:00:00,2.88,West,Residential,23.04
R01542,D044,2025-03-06 05:00:00,0.42,East,Commercial,3.36
R01543,D030,2025-03-06 06:00:00,3.0,South,Residential,24.0
R01544,D034,2025-03-06 07:00:00,1.78,South,Residential,14.24
R01545,D037,2025-03-06 08:00:00,1.11,South,Residential,8.88
R01546,D041,2025-03-06 09:00:00,3.44,West,Commercial,27.52
R01547,D004,2025-03-06 10:00:00,0.38,East,Commercial,3.04
R01548,D012,2025-03-06 11:00:00,2.47,North,Residential,19.76
R01549,D040,2025-03-06 12:00:00,4.92,East,Residential,39.36
R01550,D043,2025-03-06 13:00:00,4.18,North,Residential,33.44
R01551,D045,2025-03-06 14:00:00,0.23,East,Commercial,1.84
R01552,D049,2025-03-06 15:00:00,0.88,West,Commercial,7.04
R01553,D044,2025-03-06 16:00:00,1.18,East,Commercial,9.44
R01554,D031,2025-03-06 17:00:00,2.82,North,Residential,22.56
R01555,D001,2025-03-06 18:00:00,0.25,West,Commercial,2.0
R01556,D041,2025-03-06 19:00:00,1.82,North,Residential,14.56
R01557,D029,2025-03-06 20:00:00,1.05,South,Residential,8.4
R01558,D018,2025-03-06 21:00:00,2.64,South,Commercial,21.12
R01559,D007,2025-03-06 22:00:00,1.64,East,Residential,13.12
R01560,D030,2025-03-06 23:00:00,4.71,South,Residential,37.68
R01561,D012,2025-03-07 00:00:00,2.15,West,Commercial,17.2
R01562,D018,2025-03-07 01:00:00,3.84,North,Residential,30.72
R01563,D008,2025-03-07 02:00:00,4.82,South,Commercial,38.56
R01564,D036,2025-03-07 03:00:00,3.1,West,Residential,24.8
R01565,D049,2025-03-07 04:00:00,4.45,South,Residential,35.6
R01566,D025,2025-03-07 05:00:00,0.42,East,Residential,3.36
R01567,D014,2025-03-07 06:00:00,4.69,South,Residential,37.52
R01568,D041,2025-03-07 07:00:00,0.16,South,Residential,1.28
R01569,D030,2025-03-07 08:00:00,4.68,South,Commercial,37.44
R01570,D004,2025-03-07 09:00:00,0.21,North,Residential,1.68
R01571,D038,2025-03-07 10:00:00,3.98,West,Commercial,31.84
R01572,D043,2025-03-07 11:00:00,0.71,West,Commercial,5.68
R01573,D034,2025-03-07 12:00:00,0.51,East,Residential,4.08
R01574,D024,2025-03-07 13:00:00,3.24,West,Commercial,25.92
R01575,D031,2025-03-07 14:00:00,2.84,North,Residential,22.72
R01576,D017,2025-03-07 15:00:00,4.23,North,Commercial,33.84
R01577,D022,2025-03-07 16:00:00,4.29,South,Residential,34.32
R01578,D047,2025-03-07 17:00:00,0.55,South,Residential,4.4
R01579,D004,2025-03-07 18:00:00,2.04,North,Commercial,16.32
R01580,D038,2025-03-07 19:00:00,2.1,East,Commercial,16.8
R01581,D038,2025-03-07 20:00:00,1.08,South,Residential,8.64
R01582,D010,2025-03-07 21:00:00,0.54,South,Residential,4.32
R01583,D013,2025-03-07 22:00:00,1.26,South,Residential,10.08
R01584,D002,2025-03-07 23:00:00,3.85,North,Commercial,30.8
R01585,D006,2025-03-08 00:00:00,3.21,North,Commercial,25.68
R01586,D028,2025-03-08 01:00:00,3.66,West,Commercial,29.28
R01587,D038,2025-03-08 02:00:00,0.17,South,Residential,1.36
R01588,D026,2025-03-08 03:00:00,2.66,East,Commercial,21.28
R01589,D002,2025-03-08 04:00:00,1.16,North,Residential,9.28
R01590,D025,2025-03-08 05:00:00,0.5,North,Residential,4.0
R01591,D037,2025-03-08 06:00:00,0.14,North,Residential,1.12
R01592,D015,2025-03-08 07:00:00,4.93,West,Residential,39.44
R01593,D023,2025-03-08 08:00:00,0.16,West,Commercial,1.28
R01594,D001,2025-03-08 09:00:00,2.95,South,Residential,23.6
R01595,D043,2025-03-08 10:00:00,0.33,North,Residential,2.64
R01596,D039,2025-03-08 11:00:00,3.61,South,Residential,28.88
R01597,D045,2025-03-08 12:00:00,3.6,South,Residential,28.8
R01598,D047,2025-03-08 13:00:00,4.6,South,Commercial,36.8
R01599,D049,2025-03-08 14:00:00,2.51,North,Commercial,20.08
R01600,D025,2025-03-08 15:00:00,3.5,North,Commercial,28.0
R01601,D005,2025-03-08 16:00:00,0.55,West,Commercial,4.4
R01602,D039,2025-03-08 17:00:00,4.73,South,Commercial,37.84
R01603,D019,2025-03-08 18:00:00,0.4,North,Residential,3.2
R01604,D019,2025-03-08 19:00:00,3.7,East,Commercial,29.6
R01605,D038,2025-03-08 20:00:00,3.58,South,Commercial,28.64
R01606,D040,2025-03-08 21:00:00,4.26,East,Residential,34.08
R01607,D025,2025-03-08 22:00:00,4.16,East,Residential,33.28
R01608,D004,2025-03-08 23:00:00,0.53,West,Residential,4.24
R01609,D019,2025-03-09 00:00:00,4.78,East,Residential,38.24
R01610,D046,2025-03-09 01:00:00,2.94,West,Commercial,23.52
R01611,D014,2025-03-09 02:00:00,2.36,West,Commercial,18.88
R01612,D036,2025-03-09 03:00:00,4.32,West,Commercial,34.56
R01613,D031,2025-03-09 04:00:00,1.01,South,Residential,8.08
R01614,D042,2025-03-09 05:00:00,3.01,West,Commercial,24.08
R01615,D016,2025-03-09 06:00:00,2.39,South,Residential,19.12
R01616,D041,2025-03-09 07:00:00,1.05,North,Commercial,8.4
R01617,D016,2025-03-09 08:00:00,4.19,South,Commercial,33.52
R01618,D024,2025-03-09 09:00:00,1.69,South,Residential,13.52
R01619,D014,2025-03-09 10:00:00,2.3,South,Residential,18.4
R01620,D010,2025-03-09 11:00:00,0.98,North,Commercial,7.84
R01621,D020,2025-03-09 12:00:00,1.31,East,Commercial,10.48
R01622,D018,2025-03-09 13:00:00,2.26,West,Commercial,18.08
R01623,D037,2025-03-09 14:00:00,0.78,North,Commercial,6.24
R01624,D022,2025-03-09 15:00:00,2.55,East,Residential,20.4
R01625,D031,2025-03-09 16:00:00,1.41,South,Residential,11.28
R01626,D045,2025-03-09 17:00:00,1.7,South,Commercial,13.6
R01627,D005,2025-03-09 18:00:00,3.68,South,Commercial,29.44
R01628,D038,2025-03-09 19:00:00,2.21,South,Commercial,17.68
R01629,D034,2025-03-09 20:00:00,4.6,East,Residential,36.8
R01630,D045,2025-03-09 21:00:00,1.63,East,Commercial,13.04
R01631,D005,2025-03-09 22:00:00,4.44,North,Commercial,35.52
R01632,D048,2025-03-09 23:00:00,3.8,South,Commercial,30.4
R01633,D020,2025-03-10 00:00:00,1.51,South,Residential,12.08
R01634,D042,2025-03-10 01:00:00,0.47,West,Commercial,3.76
R01635,D028,2025-03-10 02:00:00,3.31,North,Residential,26.48
R01636,D001,2025-03-10 03:00:00,4.27,East,Residential,34.16
R01637,D031,2025-03-10 04:00:00,4.02,North,Commercial,32.16
R01638,D020,2025-03-10 05:00:00,3.31,North,Residential,26.48
R01639,D007,2025-03-10 06:00:00,4.13,West,Commercial,33.04
R01640,D049,2025-03-10 07:00:00,0.3,East,Residential,2.4
